subj_idx,rt,response,type,pre_Ne,pre_Pe
10,0.512,1,correct,5.894392488,1.010243955
10,0.47,0,correct,10.18542093,5.96412326
10,0.598,1,error,-23.56861868,8.433068878
10,0.536,1,correct,5.908033602,2.544683397
10,0.612,1,correct,7.679047277,8.097895721
10,0.666,1,correct,0.807511953,-2.514615029
10,0.608,1,correct,3.560586499,-1.99845974
10,0.62,1,correct,7.287946789,-3.113657819
10,0.762,1,correct,-7.355409696,-9.284630751
10,0.592,1,correct,-7.03257251,-11.23328311
10,0.6,1,correct,-6.153936297,-4.536554237
10,0.496,1,correct,6.344259412,-1.11508172
10,0.614,1,correct,-1.085716086,2.423670915
10,0.68,1,correct,9.485563425,7.155281952
10,0.754,1,correct,-6.052829839,2.193508402
10,0.492,1,correct,0.308647801,-6.907957752
10,0.676,1,correct,4.772667528,2.089419664
10,0.66,1,correct,9.881048601,5.939748567
10,0.51,1,correct,-4.272430175,-2.845520671
10,0.438,1,correct,9.942649221,5.66487753
10,0.684,1,correct,6.518864884,6.968771594
10,0.812,1,correct,0.69175888,1.645912239
10,0.584,1,correct,-3.418151514,-2.788478725
10,0.646,0,correct,6.871503156,5.137313945
10,0.554,1,error,-6.194839443,0.304009271
10,0.534,1,correct,-11.03088382,-11.7172114
10,0.758,0,correct,-8.81203226,-3.772343203
10,0.552,1,error,-7.189922222,0.132097986
10,0.526,1,correct,2.004647166,1.688318578
10,0.826,0,correct,-3.317234715,-3.467823796
10,0.502,1,error,-9.712661147,2.067009853
10,0.502,1,correct,-6.439166188,-3.025621362
10,0.806,1,correct,-9.551248887,5.591869733
11,0.558,1,correct,-4.880738912,-3.432347787
11,0.458,0,correct,-6.166484794,-3.69508422
11,0.634,1,error,-14.6118016,3.765010141
11,0.518,1,correct,-4.412597243,-0.721103801
11,0.62,1,correct,-6.553546586,-3.611265628
11,0.684,1,correct,7.295089133,4.683737505
11,0.56,1,correct,-10.21835089,-3.652716572
11,0.464,1,correct,0.977559771,6.780221957
11,0.58,0,correct,-3.030942252,-1.020136124
11,0.586,1,error,22.71290023,-7.632281726
11,0.602,1,correct,7.187881714,4.362768916
11,0.566,1,correct,-11.43400257,-6.337104959
11,0.628,1,correct,-21.0338103,-17.65402779
11,0.548,1,correct,-6.198805112,-9.523852116
11,0.582,1,correct,-8.093295353,-3.057644559
11,0.658,1,correct,4.442337498,0.402256007
11,0.62,1,correct,-9.516924922,-9.964705661
11,0.648,1,correct,9.485323453,4.47036328
11,0.694,1,correct,10.2323761,10.39729847
11,0.53,1,correct,-6.859594857,-0.214615694
11,0.57,1,correct,-10.22961443,-4.490596392
